indicator,area_name,area_code,area_type,year,period,numerator,measure,lower_confidence_interval,upper_confidence_interval,definition,data_source
Active travel to school,Shetland Islands,S12000027,Council area,2009,2009/10 school year,619,25.66,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Shetland Islands,S12000027,Council area,2010,2010/11 school year,859,27.33,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Shetland Islands,S12000027,Council area,2011,2011/12 school year,799,26.95,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Shetland Islands,S12000027,Council area,2012,2012/13 school year,697,24.8,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Shetland Islands,S12000027,Council area,2013,2013/14 school year,788,26.87,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Shetland Islands,S12000027,Council area,2014,2014/15 school year,693,23.39,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Shetland Islands,S12000027,Council area,2015,2015/16 school year,685,23.42,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Shetland Islands,S12000027,Council area,2016,2016/17 school year,698,25.09,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Shetland Islands,S12000027,Council area,2017,2017/18 school year,544,20.11,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Shetland Islands,S12000027,Council area,2018,2018/19 school year,766,25.7,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Shetland Islands,S12000027,Council area,2019,2019/20 school year,649,23.82,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Shetland Islands,S12000027,Council area,2020,2020/21 school year,839,29.16,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Shetland Islands,S12000027,Council area,2021,2021/22 school year,840,29.16,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,South Ayrshire,S12000028,Council area,2008,2008/09 school year,2907,50.05,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,South Ayrshire,S12000028,Council area,2009,2009/10 school year,2641,46.96,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,South Ayrshire,S12000028,Council area,2010,2010/11 school year,1418,42.75,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,South Ayrshire,S12000028,Council area,2011,2011/12 school year,2125,41.5,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,South Ayrshire,S12000028,Council area,2012,2012/13 school year,2512,49.05,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,South Ayrshire,S12000028,Council area,2013,2013/14 school year,2651,46.46,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,South Ayrshire,S12000028,Council area,2014,2014/15 school year,4357,52.53,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,South Ayrshire,S12000028,Council area,2015,2015/16 school year,4460,48.41,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,South Ayrshire,S12000028,Council area,2016,2016/17 school year,4657,47.31,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,South Ayrshire,S12000028,Council area,2017,2017/18 school year,4369,48.32,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,South Ayrshire,S12000028,Council area,2018,2018/19 school year,4662,44.6,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,South Ayrshire,S12000028,Council area,2019,2019/20 school year,4417,45.92,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,South Ayrshire,S12000028,Council area,2020,2020/21 school year,1412,51.57,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,South Ayrshire,S12000028,Council area,2021,2021/22 school year,3467,52.51,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,South Lanarkshire,S12000029,Council area,2008,2008/09 school year,13428,46.62,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,South Lanarkshire,S12000029,Council area,2009,2009/10 school year,12712,45.21,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,South Lanarkshire,S12000029,Council area,2010,2010/11 school year,12523,45.99,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,South Lanarkshire,S12000029,Council area,2011,2011/12 school year,14660,46.06,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,South Lanarkshire,S12000029,Council area,2012,2012/13 school year,14297,44.5,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,South Lanarkshire,S12000029,Council area,2013,2013/14 school year,15912,47.39,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,South Lanarkshire,S12000029,Council area,2014,2014/15 school year,15813,46.99,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,South Lanarkshire,S12000029,Council area,2015,2015/16 school year,15213,46.58,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,South Lanarkshire,S12000029,Council area,2016,2016/17 school year,15343,45.4,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,South Lanarkshire,S12000029,Council area,2017,2017/18 school year,14054,45.57,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,South Lanarkshire,S12000029,Council area,2018,2018/19 school year,13112,43.26,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,South Lanarkshire,S12000029,Council area,2019,2019/20 school year,13487,42.34,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,South Lanarkshire,S12000029,Council area,2020,2020/21 school year,8780,44.22,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,South Lanarkshire,S12000029,Council area,2021,2021/22 school year,10111,45.78,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Stirling,S12000030,Council area,2008,2008/09 school year,4013,49.51,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Stirling,S12000030,Council area,2009,2009/10 school year,2892,46.48,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Stirling,S12000030,Council area,2010,2010/11 school year,3310,51.79,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Stirling,S12000030,Council area,2011,2011/12 school year,3159,58.05,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Stirling,S12000030,Council area,2012,2012/13 school year,3169,58.49,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Stirling,S12000030,Council area,2013,2013/14 school year,3546,54.62,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Stirling,S12000030,Council area,2014,2014/15 school year,4738,53.66,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Stirling,S12000030,Council area,2015,2015/16 school year,5380,53.13,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Stirling,S12000030,Council area,2016,2016/17 school year,3632,55.42,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Stirling,S12000030,Council area,2017,2017/18 school year,5315,50.3,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Stirling,S12000030,Council area,2018,2018/19 school year,5293,52.03,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Stirling,S12000030,Council area,2019,2019/20 school year,5489,49.06,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Stirling,S12000030,Council area,2020,2020/21 school year,5781,51.75,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Stirling,S12000030,Council area,2021,2021/22 school year,4110,50.82,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Aberdeen City,S12000033,Council area,2008,2008/09 school year,10748,65.54,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Aberdeen City,S12000033,Council area,2009,2009/10 school year,10515,64.57,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Aberdeen City,S12000033,Council area,2010,2010/11 school year,7284,61.82,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Aberdeen City,S12000033,Council area,2011,2011/12 school year,8938,62.03,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Aberdeen City,S12000033,Council area,2012,2012/13 school year,9279,62.64,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Aberdeen City,S12000033,Council area,2013,2013/14 school year,7914,59.29,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Aberdeen City,S12000033,Council area,2014,2014/15 school year,9680,59.21,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Aberdeen City,S12000033,Council area,2015,2015/16 school year,9840,57.63,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Aberdeen City,S12000033,Council area,2016,2016/17 school year,9946,59.56,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Aberdeen City,S12000033,Council area,2017,2017/18 school year,10448,59.35,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Aberdeen City,S12000033,Council area,2018,2018/19 school year,10051,58.46,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Aberdeen City,S12000033,Council area,2019,2019/20 school year,10046,57.16,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Aberdeen City,S12000033,Council area,2020,2020/21 school year,9812,61.18,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Aberdeen City,S12000033,Council area,2021,2021/22 school year,10239,60.7,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Aberdeenshire,S12000034,Council area,2008,2008/09 school year,13357,46.27,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Aberdeenshire,S12000034,Council area,2009,2009/10 school year,12165,44.95,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Aberdeenshire,S12000034,Council area,2010,2010/11 school year,13370,45.89,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Aberdeenshire,S12000034,Council area,2011,2011/12 school year,13581,46.7,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Aberdeenshire,S12000034,Council area,2012,2012/13 school year,12373,47.72,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Aberdeenshire,S12000034,Council area,2013,2013/14 school year,14269,47.89,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Aberdeenshire,S12000034,Council area,2014,2014/15 school year,14601,46.63,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Aberdeenshire,S12000034,Council area,2015,2015/16 school year,13993,45.01,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Aberdeenshire,S12000034,Council area,2016,2016/17 school year,14244,47.3,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Aberdeenshire,S12000034,Council area,2017,2017/18 school year,13627,43.8,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Aberdeenshire,S12000034,Council area,2018,2018/19 school year,14172,45.85,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Aberdeenshire,S12000034,Council area,2019,2019/20 school year,14001,46.17,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Aberdeenshire,S12000034,Council area,2020,2020/21 school year,14682,49.67,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Aberdeenshire,S12000034,Council area,2021,2021/22 school year,13681,48.15,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Argyll & Bute,S12000035,Council area,2008,2008/09 school year,1864,41.11,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Argyll & Bute,S12000035,Council area,2009,2009/10 school year,2185,38.87,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Argyll & Bute,S12000035,Council area,2010,2010/11 school year,1619,35.61,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Argyll & Bute,S12000035,Council area,2011,2011/12 school year,1525,36.09,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Argyll & Bute,S12000035,Council area,2012,2012/13 school year,1634,40,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Argyll & Bute,S12000035,Council area,2013,2013/14 school year,1426,35.93,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Argyll & Bute,S12000035,Council area,2014,2014/15 school year,2510,40.81,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Argyll & Bute,S12000035,Council area,2015,2015/16 school year,2711,38.75,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Argyll & Bute,S12000035,Council area,2016,2016/17 school year,1964,37.23,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Argyll & Bute,S12000035,Council area,2017,2017/18 school year,2582,35.23,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Argyll & Bute,S12000035,Council area,2018,2018/19 school year,2183,37.38,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Argyll & Bute,S12000035,Council area,2019,2019/20 school year,2420,35.17,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Argyll & Bute,S12000035,Council area,2020,2020/21 school year,2655,37.89,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Argyll & Bute,S12000035,Council area,2021,2021/22 school year,2280,37.87,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,City of Edinburgh,S12000036,Council area,2008,2008/09 school year,13859,63.01,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,City of Edinburgh,S12000036,Council area,2009,2009/10 school year,6705,63.36,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,City of Edinburgh,S12000036,Council area,2010,2010/11 school year,14937,66.03,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,City of Edinburgh,S12000036,Council area,2011,2011/12 school year,12579,66.34,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,City of Edinburgh,S12000036,Council area,2012,2012/13 school year,15350,65.58,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,City of Edinburgh,S12000036,Council area,2013,2013/14 school year,14863,68.25,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,City of Edinburgh,S12000036,Council area,2014,2014/15 school year,18157,64.44,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,City of Edinburgh,S12000036,Council area,2015,2015/16 school year,10683,65.8,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,City of Edinburgh,S12000036,Council area,2016,2016/17 school year,16361,68.01,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,City of Edinburgh,S12000036,Council area,2017,2017/18 school year,15446,67.66,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,City of Edinburgh,S12000036,Council area,2018,2018/19 school year,12597,65.02,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,City of Edinburgh,S12000036,Council area,2019,2019/20 school year,13988,67.15,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,City of Edinburgh,S12000036,Council area,2020,2020/21 school year,17794,73.36,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,City of Edinburgh,S12000036,Council area,2021,2021/22 school year,16783,70.89,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Renfrewshire,S12000038,Council area,2008,2008/09 school year,10108,49.05,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Renfrewshire,S12000038,Council area,2009,2009/10 school year,10004,48.34,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Renfrewshire,S12000038,Council area,2010,2010/11 school year,9306,48.74,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Renfrewshire,S12000038,Council area,2011,2011/12 school year,8896,51.09,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Renfrewshire,S12000038,Council area,2012,2012/13 school year,9814,50.07,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Renfrewshire,S12000038,Council area,2013,2013/14 school year,10277,51.45,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Renfrewshire,S12000038,Council area,2014,2014/15 school year,10130,51.85,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Renfrewshire,S12000038,Council area,2015,2015/16 school year,8593,52.67,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Renfrewshire,S12000038,Council area,2016,2016/17 school year,8667,48.39,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Renfrewshire,S12000038,Council area,2017,2017/18 school year,7739,49.08,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Renfrewshire,S12000038,Council area,2018,2018/19 school year,8070,48.36,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Renfrewshire,S12000038,Council area,2019,2019/20 school year,8388,48.77,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Renfrewshire,S12000038,Council area,2020,2020/21 school year,8644,48.83,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Renfrewshire,S12000038,Council area,2021,2021/22 school year,7884,52.21,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,West Dunbartonshire,S12000039,Council area,2008,2008/09 school year,0,0,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,West Dunbartonshire,S12000039,Council area,2009,2009/10 school year,2404,51.5,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,West Dunbartonshire,S12000039,Council area,2010,2010/11 school year,2613,52.66,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,West Dunbartonshire,S12000039,Council area,2011,2011/12 school year,2475,52.02,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,West Dunbartonshire,S12000039,Council area,2012,2012/13 school year,2825,47.6,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,West Dunbartonshire,S12000039,Council area,2013,2013/14 school year,3603,47.05,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,West Dunbartonshire,S12000039,Council area,2014,2014/15 school year,4342,45.57,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,West Dunbartonshire,S12000039,Council area,2015,2015/16 school year,3789,47.46,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,West Dunbartonshire,S12000039,Council area,2016,2016/17 school year,3201,45.21,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,West Dunbartonshire,S12000039,Council area,2017,2017/18 school year,2301,40.51,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,West Dunbartonshire,S12000039,Council area,2018,2018/19 school year,3235,41.83,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,West Dunbartonshire,S12000039,Council area,2019,2019/20 school year,2463,39.23,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,West Dunbartonshire,S12000039,Council area,2020,2020/21 school year,2004,40.47,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,West Dunbartonshire,S12000039,Council area,2021,2021/22 school year,3016,37.04,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,West Lothian,S12000040,Council area,2008,2008/09 school year,7751,53.19,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,West Lothian,S12000040,Council area,2009,2009/10 school year,9093,57.55,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,West Lothian,S12000040,Council area,2010,2010/11 school year,9259,51.31,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,West Lothian,S12000040,Council area,2011,2011/12 school year,10900,52.75,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,West Lothian,S12000040,Council area,2012,2012/13 school year,9611,52.3,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,West Lothian,S12000040,Council area,2013,2013/14 school year,9550,53.06,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,West Lothian,S12000040,Council area,2014,2014/15 school year,12083,53.4,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,West Lothian,S12000040,Council area,2015,2015/16 school year,11751,52.51,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,West Lothian,S12000040,Council area,2016,2016/17 school year,12010,51.83,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,West Lothian,S12000040,Council area,2017,2017/18 school year,11292,51.5,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,West Lothian,S12000040,Council area,2018,2018/19 school year,11238,51.43,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,West Lothian,S12000040,Council area,2019,2019/20 school year,10841,48.82,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,West Lothian,S12000040,Council area,2020,2020/21 school year,11844,53.16,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,West Lothian,S12000040,Council area,2021,2021/22 school year,10581,50.7,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Angus,S12000041,Council area,2008,2008/09 school year,5360,53.94,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Angus,S12000041,Council area,2009,2009/10 school year,6560,58.07,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Angus,S12000041,Council area,2010,2010/11 school year,6162,56.01,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Angus,S12000041,Council area,2011,2011/12 school year,6184,57.2,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Angus,S12000041,Council area,2012,2012/13 school year,5750,55.61,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Angus,S12000041,Council area,2013,2013/14 school year,6065,56.62,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Angus,S12000041,Council area,2014,2014/15 school year,7442,56.5,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Angus,S12000041,Council area,2015,2015/16 school year,7720,57.29,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
Active travel to school,Angus,S12000041,Council area,2016,2016/17 school year,2981,56.75,NA,NA,Percentage,"Hands Up Scotland Survey (HUSS), Sustrans (Official statistic)"
